expiration,T,daysToExpiry,type,exerciseType,strike,bid,ask,lastPrice,volume,openInterest,impliedVolatility
2026-07-17,0.169863,62,call,american,310.0,8.0,8.4,8.15,4462.0,28495.0,0.2510450872802734
2026-07-17,0.169863,62,call,american,315.0,6.3,6.65,6.25,3446.0,6694.0,0.249030947265625
2026-07-17,0.169863,62,call,american,320.0,4.85,5.1,5.0,4547.0,32451.0,0.2451552536010742
2026-07-17,0.169863,62,call,american,325.0,3.7,3.9,3.81,845.0,3866.0,0.24329369995117187
2026-07-17,0.169863,62,call,american,330.0,2.74,2.98,2.98,958.0,6498.0,0.24292749267578123
2026-07-17,0.169863,62,call,american,335.0,2.1,2.32,2.2,542.0,3128.0,0.24506370178222658
2026-07-17,0.169863,62,call,american,340.0,1.6,1.75,1.68,306.0,2032.0,0.2453078399658203
2026-07-17,0.169863,62,call,american,345.0,1.14,1.37,1.33,524.0,2972.0,0.2485426708984375
2026-07-17,0.169863,62,call,american,350.0,0.93,1.05,1.01,1280.0,4479.0,0.25061784545898436
2026-07-17,0.169863,62,call,american,355.0,0.72,0.84,0.75,313.0,1017.0,0.2551344018554688
2026-07-17,0.169863,62,call,american,360.0,0.57,0.7,0.63,372.0,543.0,0.26148199462890626
2026-07-17,0.169863,62,call,american,365.0,0.3,0.56,0.45,5.0,326.0,0.2655102746582031
2026-07-17,0.169863,62,call,american,370.0,0.33,0.45,0.41,36.0,284.0,0.2695385546875
2026-07-17,0.169863,62,call,american,380.0,0.22,0.31,0.25,36.0,338.0,0.2797923583984374
2026-07-17,0.169863,62,call,american,390.0,0.09,0.21,0.2,6.0,379.0,0.2885813330078124
2026-07-17,0.169863,62,call,american,400.0,0.08,0.15,0.14,127.0,2359.0,0.29834686035156244
2026-07-17,0.169863,62,call,american,410.0,0.08,0.16,0.12,60.0,704.0,0.3227606787109374
2026-08-21,0.265753,97,call,american,110.0,189.2,193.2,172.15,1.0,6.0,1.0085498791503906
2026-08-21,0.265753,97,call,american,120.0,179.5,183.3,139.07,1.0,5.0,0.9582523706054686
2026-08-21,0.265753,97,call,american,125.0,174.45,178.35,147.82,2.0,132.0,0.9194343994140625
2026-08-21,0.265753,97,call,american,130.0,169.7,173.45,141.0,5.0,163.0,0.9045419702148438
2026-08-21,0.265753,97,call,american,135.0,164.75,168.5,159.45,1.0,15.0,0.8737805590820311
2026-08-21,0.265753,97,call,american,140.0,159.6,163.6,147.88,28.0,301.0,0.8352067260742186
2026-08-21,0.265753,97,call,american,150.0,149.95,153.65,153.9,1.0,146.0,0.7883321948242188
2026-08-21,0.265753,97,call,american,155.0,145.0,148.7,134.23,337.0,185.0,0.7603783728027345
2026-08-21,0.265753,97,call,american,160.0,140.35,143.85,127.42,660.0,535.0,0.7501245690917968
2026-08-21,0.265753,97,call,american,165.0,135.05,138.9,129.04,1.0,91.0,0.7082548706054688
2026-08-21,0.265753,97,call,american,170.0,130.25,133.9,127.5,1.0,101.0,0.685672088623047
2026-08-21,0.265753,97,call,american,175.0,125.3,129.05,120.1,1.0,111.0,0.6632113757324221
2026-08-21,0.265753,97,call,american,180.0,120.4,124.1,119.87,1.0,72.0,0.6391637646484375
2026-08-21,0.265753,97,call,american,185.0,115.5,119.25,110.0,10.0,61.0,0.6185340881347658
2026-08-21,0.265753,97,call,american,190.0,110.6,114.35,109.62,1.0,75.0,0.5963175134277343
2026-08-21,0.265753,97,call,american,195.0,105.75,109.4,104.25,1.0,123.0,0.5741009387207032
2026-08-21,0.265753,97,call,american,200.0,100.95,104.55,103.67,1.0,259.0,0.5560957476806643
2026-08-21,0.265753,97,call,american,205.0,96.1,99.5,95.01,1.0,194.0,0.5312546875
2026-08-21,0.265753,97,call,american,210.0,91.7,94.4,94.37,200.0,554.0,0.5163622583007812
2026-08-21,0.265753,97,call,american,215.0,86.45,89.65,85.12,2.0,307.0,0.5553022985839844
2026-08-21,0.265753,97,call,american,220.0,81.65,84.95,82.0,4.0,206.0,0.5371750384521485
2026-08-21,0.265753,97,call,american,225.0,77.35,80.0,74.61,1.0,397.0,0.5100146655273439
2026-08-21,0.265753,97,call,american,230.0,72.75,75.0,75.88,3.0,816.0,0.481450498046875
2026-08-21,0.265753,97,call,american,235.0,68.0,70.35,68.25,16.0,178.0,0.46417772155761716
2026-08-21,0.265753,97,call,american,240.0,63.6,65.25,64.43,19.0,2141.0,0.43292803405761715
2026-08-21,0.265753,97,call,american,245.0,59.0,60.55,60.65,1.0,1127.0,0.413519048461914
2026-08-21,0.265753,97,call,american,250.0,54.5,56.0,54.9,176.0,2668.0,0.39752799743652345
2026-08-21,0.265753,97,call,american,255.0,49.75,51.3,53.0,10.0,1156.0,0.37665418273925777
2026-08-21,0.265753,97,call,american,260.0,45.6,47.2,46.66,71.0,5011.0,0.36914693359375
2026-08-21,0.265753,97,call,american,265.0,41.45,42.8,42.18,29.0,2693.0,0.35275915802001956
2026-08-21,0.265753,97,call,american,270.0,37.4,38.6,38.0,48.0,4305.0,0.3390569024658203
2026-08-21,0.265753,97,call,american,275.0,33.3,34.8,34.72,48.0,4837.0,0.33124448059082034
2026-08-21,0.265753,97,call,american,280.0,29.8,30.65,30.25,318.0,6876.0,0.31439894592285156
2026-08-21,0.265753,97,call,american,285.0,26.0,27.1,27.13,38.0,5214.0,0.30609824768066407
2026-08-21,0.265753,97,call,american,290.0,23.0,23.5,23.34,610.0,7369.0,0.2940134075927734
2026-08-21,0.265753,97,call,american,295.0,19.95,20.4,20.07,286.0,5422.0,0.28729960754394523
2026-08-21,0.265753,97,call,american,300.0,17.2,17.5,17.5,1921.0,14740.0,0.28040270385742183
2026-08-21,0.265753,97,call,american,305.0,14.6,15.1,14.9,476.0,3410.0,0.27802235656738283
2026-08-21,0.265753,97,call,american,310.0,12.45,12.9,12.64,752.0,19680.0,0.2752758020019531
2026-08-21,0.265753,97,call,american,315.0,10.4,10.95,10.49,522.0,4645.0,0.2729870065307617
2026-08-21,0.265753,97,call,american,320.0,8.7,9.1,8.95,1983.0,72537.0,0.2687145883178711
2026-08-21,0.265753,97,call,american,325.0,7.3,7.6,7.45,11485.0,2433.0,0.2668530346679688
2026-08-21,0.265753,97,call,american,330.0,6.1,6.45,6.05,1198.0,3523.0,0.2681347601318359
2026-08-21,0.265753,97,call,american,335.0,5.0,5.3,5.07,716.0,965.0,0.2661206201171875
2026-08-21,0.265753,97,call,american,340.0,4.15,4.45,4.3,412.0,3765.0,0.2672192419433594
2026-08-21,0.265753,97,call,american,345.0,3.2,3.6,3.6,303.0,601.0,0.26520510192871094
2026-08-21,0.265753,97,call,american,350.0,2.71,3.05,2.83,1010.0,2059.0,0.2677685528564453
2026-08-21,0.265753,97,call,american,360.0,1.87,2.01,1.94,391.0,944.0,0.2668530346679688
2026-08-21,0.265753,97,call,american,370.0,1.25,1.42,1.34,159.0,945.0,0.2715526947021484
2026-08-21,0.265753,97,call,american,380.0,0.84,0.94,0.87,57.0,401.0,0.27246821289062495
2026-08-21,0.265753,97,call,american,390.0,0.46,0.65,0.65,9.0,334.0,0.2761302856445312
2026-08-21,0.265753,97,call,american,400.0,0.31,0.5,0.42,166.0,1267.0,0.2845530529785155
2026-08-21,0.265753,97,call,american,410.0,0.23,0.34,0.34,3.0,358.0,0.2868723657226562
2026-08-21,0.265753,97,call,american,420.0,0.1,0.35,0.19,1.0,238.0,0.3064034204101562
2026-08-21,0.265753,97,call,american,440.0,0.07,0.28,0.14,10.0,746.0,0.331061376953125
2026-09-18,0.342466,125,call,american,50.0,248.95,252.65,250.7,3.0,37.0,1.4311551879882813
2026-09-18,0.342466,125,call,american,55.0,244.0,247.65,243.84,1.0,38.0,1.36328443359375
2026-09-18,0.342466,125,call,american,60.0,238.8,242.75,232.33,2.0,2.0,1.2773473632812498
2026-09-18,0.342466,125,call,american,65.0,191.15,193.95,164.78,1.0,1.0,1.0000000000000003e-05
2026-09-18,0.342466,125,call,american,75.0,224.1,228.0,219.18,1.0,81.0,1.1748088134765624
2026-09-18,0.342466,125,call,american,90.0,209.5,213.15,180.65,1.0,26.0,1.076664772949219
2026-09-18,0.342466,125,call,american,100.0,199.45,203.35,193.85,2.0,131.0,0.999023447265625
2026-09-18,0.342466,125,call,american,105.0,194.7,198.4,146.95,1.0,15.0,0.9785158398437501
2026-09-18,0.342466,125,call,american,110.0,189.8,193.5,184.72,4.0,38.0,0.9509282250976561
2026-09-18,0.342466,125,call,american,115.0,161.6,165.1,158.05,2.0,28.0,1.0000000000000003e-05
2026-09-18,0.342466,125,call,american,120.0,179.75,183.65,153.87,5.0,121.0,0.8808605664062499
2026-09-18,0.342466,125,call,american,125.0,175.25,178.4,169.62,1.0,693.0,0.858399853515625
2026-09-18,0.342466,125,call,american,130.0,170.15,173.8,159.91,1.0,15.0,0.8381363842773437
2026-09-18,0.342466,125,call,american,135.0,165.2,168.9,143.67,3.0,78.0,0.8110370458984374
2026-09-18,0.342466,125,call,american,140.0,160.45,163.85,160.58,7.0,1841.0,0.7867452966308592
2026-09-18,0.342466,125,call,american,145.0,155.4,159.1,159.27,5.0,81.0,0.762697685546875
2026-09-18,0.342466,125,call,american,150.0,150.5,154.15,154.15,1.0,100.0,0.737307314453125
2026-09-18,0.342466,125,call,american,155.0,145.6,149.25,148.3,1.0,95.0,0.713992117919922
2026-09-18,0.342466,125,call,american,160.0,140.7,144.35,143.55,2.0,103.0,0.6910431286621095
2026-09-18,0.342466,125,call,american,165.0,135.8,139.5,138.47,1.0,780.0,0.6699251757812501
2026-09-18,0.342466,125,call,american,170.0,130.9,134.6,126.74,5.0,169.0,0.647464462890625
2026-09-18,0.342466,125,call,american,175.0,126.0,129.75,113.12,6.0,176.0,0.6267127172851563
2026-09-18,0.342466,125,call,american,180.0,121.15,124.85,117.37,1.0,221.0,0.6059609716796877
2026-09-18,0.342466,125,call,american,185.0,116.5,119.55,118.28,10.0,328.0,0.5803264624023439
2026-09-18,0.342466,125,call,american,190.0,111.6,114.9,107.4,1.0,370.0,0.5647016186523439
2026-09-18,0.342466,125,call,american,195.0,107.35,109.85,110.37,1.0,1030.0,0.5540816076660158
2026-09-18,0.342466,125,call,american,200.0,102.55,105.0,106.1,3.0,1592.0,0.5352219329833985
2026-09-18,0.342466,125,call,american,205.0,97.7,100.2,96.81,1.0,1534.0,0.5162401892089843
2026-09-18,0.342466,125,call,american,210.0,92.95,95.4,95.67,2.0,2514.0,0.5407150421142579
2026-09-18,0.342466,125,call,american,215.0,88.2,90.5,86.42,2.0,713.0,0.5170336383056642
2026-09-18,0.342466,125,call,american,220.0,83.45,85.6,82.72,6.0,1943.0,0.4935353381347657
2026-09-18,0.342466,125,call,american,225.0,78.75,80.9,78.0,10.0,826.0,0.4758963543701171
2026-09-18,0.342466,125,call,american,230.0,74.05,76.0,77.2,1.0,2021.0,0.45252012329101565
2026-09-18,0.342466,125,call,american,235.0,69.55,70.95,68.3,5.0,1944.0,0.425359750366211
2026-09-18,0.342466,125,call,american,240.0,64.85,66.3,66.13,21.0,3697.0,0.4085142156982422
2026-09-18,0.342466,125,call,american,245.0,60.6,61.8,61.19,22.0,1155.0,0.39465937377929694
2026-09-18,0.342466,125,call,american,250.0,56.05,57.75,56.6,22.0,4371.0,0.389654541015625
2026-09-18,0.342466,125,call,american,255.0,51.8,52.95,52.17,17.0,3286.0,0.36722434539794924
2026-09-18,0.342466,125,call,american,260.0,47.65,48.8,48.13,20.0,45543.0,0.3573062316894531
2026-09-18,0.342466,125,call,american,265.0,43.5,45.05,44.2,27.0,5638.0,0.3530643307495117
2026-09-18,0.342466,125,call,american,270.0,39.5,40.6,40.13,122.0,7765.0,0.33444879425048823
2026-09-18,0.342466,125,call,american,275.0,35.55,36.7,36.1,75.0,5000.0,0.32398136962890617
2026-09-18,0.342466,125,call,american,280.0,32.1,32.95,32.34,60.0,8768.0,0.31409377319335935
2026-09-18,0.342466,125,call,american,285.0,28.4,29.45,28.88,85.0,6796.0,0.3060066958618164
2026-09-18,0.342466,125,call,american,290.0,25.3,26.2,25.75,2359.0,8670.0,0.2993539303588867
2026-09-18,0.342466,125,call,american,295.0,22.5,23.1,22.58,349.0,5690.0,0.29242650939941395
2026-09-18,0.342466,125,call,american,300.0,19.7,20.2,20.0,2183.0,27517.0,0.28577374389648436
2026-09-18,0.342466,125,call,american,305.0,17.15,17.7,17.5,2971.0,5347.0,0.2821421884155273
2026-09-18,0.342466,125,call,american,310.0,14.8,15.3,14.85,550.0,11957.0,0.2771678729248046
2026-09-18,0.342466,125,call,american,315.0,12.8,13.2,13.0,623.0,3606.0,0.27365838653564456
2026-09-18,0.342466,125,call,american,320.0,10.95,11.25,11.15,1567.0,9521.0,0.26950803741455076
2026-09-18,0.342466,125,call,american,325.0,9.2,9.7,9.85,143.0,1744.0,0.26856200195312496
2026-09-18,0.342466,125,call,american,330.0,7.85,8.25,8.25,224.0,5467.0,0.2664868273925781
2026-09-18,0.342466,125,call,american,335.0,6.65,7.0,6.76,66.0,1729.0,0.26499148101806635
2026-09-18,0.342466,125,call,american,340.0,5.6,5.95,5.85,127.0,2289.0,0.2644116528320312
2026-09-18,0.342466,125,call,american,345.0,4.8,5.05,4.95,298.0,1044.0,0.26416751464843746
2026-09-18,0.342466,125,call,american,350.0,4.05,4.3,4.2,1008.0,29452.0,0.2645947564697265
2026-09-18,0.342466,125,call,american,360.0,2.77,3.05,2.93,547.0,1724.0,0.2644116528320312
2026-09-18,0.342466,125,call,american,370.0,1.97,2.17,2.2,228.0,1215.0,0.26544924011230464
2026-09-18,0.342466,125,call,american,380.0,1.43,1.55,1.58,114.0,640.0,0.2672802764892578
2026-09-18,0.342466,125,call,american,390.0,0.97,1.13,1.1,112.0,717.0,0.27045407287597656
2026-09-18,0.342466,125,call,american,400.0,0.68,0.83,0.77,108.0,4147.0,0.2739330419921875
2026-09-18,0.342466,125,call,american,410.0,0.42,0.65,0.62,41.0,235.0,0.2802806347656249
2026-09-18,0.342466,125,call,american,420.0,0.35,0.56,0.46,16.0,244.0,0.29041236938476556
2026-09-18,0.342466,125,call,american,430.0,0.23,0.47,0.31,1.0,105.0,0.2985909985351562
2026-09-18,0.342466,125,call,american,440.0,0.16,0.27,0.31,1.0,145.0,0.29053443847656246
2026-09-18,0.342466,125,call,american,450.0,0.18,0.29,0.2,138.0,1682.0,0.30762411132812495
2026-10-16,0.419178,153,call,american,140.0,160.8,164.5,162.88,2.0,87.0,0.7469507727050781
2026-10-16,0.419178,153,call,american,145.0,155.95,159.6,150.08,4.0,33.0,0.7248562670898437
2026-10-16,0.419178,153,call,american,150.0,151.05,154.75,123.95,2.0,7.0,0.7030058996582031
2026-10-16,0.419178,153,call,american,155.0,146.2,149.85,141.97,1.0,139.0,0.6813996704101564
2026-10-16,0.419178,153,call,american,160.0,141.85,144.75,136.56,28.0,688.0,0.6679720703125002
2026-10-16,0.419178,153,call,american,165.0,136.45,140.15,127.03,1.0,241.0,0.6402623864746093
2026-10-16,0.419178,153,call,american,170.0,131.6,135.3,126.38,1.0,58.0,0.6206092626953126
2026-10-16,0.419178,153,call,american,175.0,126.75,130.45,126.44,1.0,26.0,0.6010171734619143
2026-10-16,0.419178,153,call,american,180.0,121.95,125.65,112.75,9.0,52.0,0.5836223278808592
2026-10-16,0.419178,153,call,american,185.0,117.3,120.5,98.76,5.0,9.0,0.5621381677246093
2026-10-16,0.419178,153,call,american,190.0,112.5,115.75,97.53,19.0,48.0,0.5456588403320313
2026-10-16,0.419178,153,call,american,195.0,107.65,111.05,107.4,2.0,223.0,0.5289964093017578
2026-10-16,0.419178,153,call,american,200.0,102.9,106.3,96.3,3.0,273.0,0.5130053582763672
2026-10-16,0.419178,153,call,american,205.0,98.75,101.25,91.47,2.0,819.0,0.5014087945556642
2026-10-16,0.419178,153,call,american,210.0,93.25,96.7,88.3,1.0,464.0,0.5255174401855469
2026-10-16,0.419178,153,call,american,215.0,89.3,91.8,82.22,6.0,454.0,0.5026905200195313
2026-10-16,0.419178,153,call,american,220.0,84.7,87.0,85.02,4.0,785.0,0.48254911987304694
2026-10-16,0.419178,153,call,american,225.0,80.05,82.45,78.9,2.0,198.0,0.4683891052246094
2026-10-16,0.419178,153,call,american,230.0,75.4,77.4,74.73,2.0,139.0,0.44232735412597657
2026-10-16,0.419178,153,call,american,235.0,71.0,73.35,73.88,7.0,152.0,0.4382990740966797
2026-10-16,0.419178,153,call,american,240.0,66.45,68.75,67.33,8.0,169.0,0.4215145739746094
2026-10-16,0.419178,153,call,american,245.0,61.65,63.7,61.05,1.0,188.0,0.39548334014892583
2026-10-16,0.419178,153,call,american,250.0,57.8,59.25,56.49,6.0,693.0,0.38101815277099604
2026-10-16,0.419178,153,call,american,255.0,53.55,55.65,54.3,143.0,408.0,0.38080453186035157
2026-10-16,0.419178,153,call,american,260.0,49.55,50.7,51.27,14.0,1162.0,0.35584140258789054
2026-10-16,0.419178,153,call,american,265.0,45.45,46.6,48.05,1.0,990.0,0.34458052886962887
2026-10-16,0.419178,153,call,american,270.0,41.25,43.5,42.53,26.0,1275.0,0.34738811798095703
2026-10-16,0.419178,153,call,american,275.0,37.9,39.05,38.6,52.0,1275.0,0.32791809783935544
2026-10-16,0.419178,153,call,american,280.0,34.1,35.25,36.4,12.0,3044.0,0.31687084503173824
2026-10-16,0.419178,153,call,american,285.0,30.55,31.85,31.29,213.0,1295.0,0.3097908377075196
2026-10-16,0.419178,153,call,american,290.0,27.95,28.8,28.3,95.0,1799.0,0.30550316085815427
2026-10-16,0.419178,153,call,american,295.0,24.7,25.7,25.15,78.0,1176.0,0.29849944671630857
2026-10-16,0.419178,153,call,american,300.0,22.05,22.75,22.1,150.0,9718.0,0.2914194393920897
2026-10-16,0.419178,153,call,american,305.0,19.35,20.1,19.6,114.0,2619.0,0.2860483993530273
2026-10-16,0.419178,153,call,american,310.0,17.2,17.7,17.22,227.0,2127.0,0.281684429321289
2026-10-16,0.419178,153,call,american,315.0,15.0,15.55,15.15,79.0,5128.0,0.278327529296875
2026-10-16,0.419178,153,call,american,320.0,12.9,13.6,13.32,302.0,5950.0,0.27530631927490234
2026-10-16,0.419178,153,call,american,325.0,11.25,11.8,11.55,163.0,4387.0,0.2720409710693359
2026-10-16,0.419178,153,call,american,330.0,9.75,10.25,10.04,654.0,2879.0,0.2699963137817383
2026-10-16,0.419178,153,call,american,335.0,8.2,8.9,8.52,136.0,354.0,0.2686230364990234
2026-10-16,0.419178,153,call,american,340.0,7.35,7.7,7.5,454.0,449.0,0.2674023455810547
2026-10-16,0.419178,153,call,american,345.0,6.3,6.65,6.44,224.0,550.0,0.2664868273925781
2026-10-16,0.419178,153,call,american,350.0,5.4,5.75,5.45,301.0,957.0,0.26615113739013674
2026-10-16,0.419178,153,call,american,355.0,4.65,4.95,4.8,430.0,930.0,0.26569337829589845
2026-10-16,0.419178,153,call,american,360.0,3.9,4.25,4.3,168.0,543.0,0.2652966537475586
2026-10-16,0.419178,153,call,american,365.0,3.25,3.7,3.7,130.0,164.0,0.26630372375488287
2026-10-16,0.419178,153,call,american,370.0,2.91,3.2,3.05,132.0,249.0,0.2669140692138672
2026-10-16,0.419178,153,call,american,380.0,2.04,2.37,2.42,126.0,287.0,0.2676770010375976
2026-10-16,0.419178,153,call,american,390.0,1.48,1.8,1.69,178.0,690.0,0.2703930383300781
2026-10-16,0.419178,153,call,american,400.0,1.2,1.35,1.33,47.0,424.0,0.27234614379882804
2026-10-16,0.419178,153,call,american,410.0,0.87,1.17,0.96,43.0,,0.2820506365966796
2026-10-16,0.419178,153,call,american,420.0,0.53,0.85,0.76,1.0,14.0,0.28186753295898437
2026-10-16,0.419178,153,call,american,430.0,0.33,0.75,0.58,3.0,30.0,0.29114478393554677
2026-10-16,0.419178,153,call,american,440.0,0.21,0.59,0.46,30.0,54.0,0.29444064941406245
2026-10-16,0.419178,153,call,american,460.0,0.13,0.31,0.26,2.0,2.0,0.2934640966796874
2026-11-20,0.515068,188,call,american,100.0,200.1,203.95,181.25,2.0,3.0,0.8820812573242187
2026-11-20,0.515068,188,call,american,105.0,155.9,159.1,158.6,12.0,12.0,1.0000000000000003e-05
2026-11-20,0.515068,188,call,american,110.0,190.5,194.15,165.0,2.0,45.0,0.8364274169921874
2026-11-20,0.515068,188,call,american,120.0,180.75,184.45,181.5,1.0,69.0,0.7902853002929688
2026-11-20,0.515068,188,call,american,125.0,175.9,179.55,162.56,2.0,3.0,0.7670921728515626
2026-11-20,0.515068,188,call,american,130.0,170.8,174.7,149.27,1.0,3.0,0.7380397290039062
2026-11-20,0.515068,188,call,american,135.0,166.15,169.8,144.24,3.0,23.0,0.7220486779785156
2026-11-20,0.515068,188,call,american,140.0,161.3,164.95,161.73,1.0,14.0,0.7015410705566407
2026-11-20,0.515068,188,call,american,150.0,151.6,155.25,151.5,10.0,182.0,0.6613193048095705
2026-11-20,0.515068,188,call,american,155.0,146.75,150.4,135.75,105.0,113.0,0.641605146484375
2026-11-20,0.515068,188,call,american,160.0,141.9,145.6,109.1,1.0,2.0,0.6231727136230469
2026-11-20,0.515068,188,call,american,170.0,132.3,136.0,127.0,10.0,86.0,0.5885661260986328
2026-11-20,0.515068,188,call,american,175.0,127.7,131.05,122.11,10.0,27.0,0.5722088677978516
2026-11-20,0.515068,188,call,american,180.0,122.85,126.3,110.0,1.0,17.0,0.5548750567626954
2026-11-20,0.515068,188,call,american,185.0,118.15,121.45,94.1,1.0,40.0,0.5383957293701174
2026-11-20,0.515068,188,call,american,190.0,113.65,116.55,69.25,18.0,70.0,0.5241746801757812
2026-11-20,0.515068,188,call,american,200.0,104.0,107.2,105.0,2.0,78.0,0.5344284838867188
2026-11-20,0.515068,188,call,american,205.0,99.9,102.6,99.28,1.0,56.0,0.5199022619628906
2026-11-20,0.515068,188,call,american,210.0,95.25,97.6,94.65,1.0,37.0,0.4957936163330079
2026-11-20,0.515068,188,call,american,215.0,90.6,93.15,89.77,1.0,78.0,0.48438015625
2026-11-20,0.515068,188,call,american,220.0,86.1,88.45,83.97,2.0,63.0,0.4670463452148438
2026-11-20,0.515068,188,call,american,225.0,81.55,84.0,80.6,1.0,92.0,0.4546868496704102
2026-11-20,0.515068,188,call,american,230.0,76.95,78.8,75.8,1.0,570.0,0.4272823385620118
2026-11-20,0.515068,188,call,american,235.0,72.65,74.3,74.73,33.0,112.0,0.41358008300781246
2026-11-20,0.515068,188,call,american,240.0,68.25,70.0,70.47,2.0,275.0,0.402899037475586
2026-11-20,0.515068,188,call,american,245.0,64.05,65.55,64.78,40.0,326.0,0.38892212646484375
2026-11-20,0.515068,188,call,american,250.0,59.8,61.75,62.55,2.0,378.0,0.3848633291625976
2026-11-20,0.515068,188,call,american,255.0,56.0,57.75,57.5,15.0,2424.0,0.37625745819091794
2026-11-20,0.515068,188,call,american,260.0,51.65,53.3,52.81,23.0,829.0,0.35999175170898434
2026-11-20,0.515068,188,call,american,265.0,47.95,49.8,48.3,13.0,799.0,0.3566043344116211
2026-11-20,0.515068,188,call,american,270.0,44.4,45.6,45.15,6.0,4825.0,0.3421696643066406
2026-11-20,0.515068,188,call,american,275.0,41.0,42.35,43.0,3.0,2466.0,0.3393620751953125
2026-11-20,0.515068,188,call,american,280.0,37.15,38.8,38.0,4.0,1983.0,0.33112241149902344
2026-11-20,0.515068,188,call,american,285.0,33.7,35.15,35.58,8.0,1373.0,0.32031929687499994
2026-11-20,0.515068,188,call,american,290.0,31.0,32.25,32.45,32.0,1355.0,0.31726756958007807
2026-11-20,0.515068,188,call,american,295.0,27.65,29.05,29.41,164.0,814.0,0.3089973886108398
2026-11-20,0.515068,188,call,american,300.0,25.25,25.95,25.57,133.0,2042.0,0.30036100036621094
2026-11-20,0.515068,188,call,american,305.0,22.65,23.35,22.65,229.0,1055.0,0.295905478515625
2026-11-20,0.515068,188,call,american,310.0,20.25,20.9,20.52,89.0,1447.0,0.29148047393798815
2026-11-20,0.515068,188,call,american,315.0,18.0,18.5,18.5,1550.0,846.0,0.2858347784423828
2026-11-20,0.515068,188,call,american,320.0,15.95,16.9,16.2,53.0,998.0,0.28784891845703114
2026-11-20,0.515068,188,call,american,325.0,14.1,14.85,14.7,15.0,1348.0,0.28284408569335934
2026-11-20,0.515068,188,call,american,330.0,12.6,13.2,12.8,652.0,1735.0,0.28089098022460934
2026-11-20,0.515068,188,call,american,335.0,11.0,11.7,11.65,48.0,1857.0,0.27912097839355465
2026-11-20,0.515068,188,call,american,340.0,9.8,10.3,10.13,33.0,755.0,0.27695425201416013
2026-11-20,0.515068,188,call,american,345.0,8.45,9.2,9.05,46.0,940.0,0.27719839019775383
2026-11-20,0.515068,188,call,american,350.0,7.6,8.05,8.05,329.0,1639.0,0.27521476745605467
2026-11-20,0.515068,188,call,american,355.0,6.45,7.25,7.15,41.0,158.0,0.27686270019531245
2026-11-20,0.515068,188,call,american,360.0,5.7,6.15,6.2,95.0,230.0,0.27237666107177727
2026-11-20,0.515068,188,call,american,365.0,4.95,5.6,5.55,13.0,133.0,0.27539787109374997
2026-11-20,0.515068,188,call,american,370.0,4.4,4.8,4.55,100.0,264.0,0.2727733856201171
2026-11-20,0.515068,188,call,american,375.0,3.85,4.3,4.3,35.0,174.0,0.2743297665405273
2026-11-20,0.515068,188,call,american,380.0,3.4,3.7,3.8,121.0,918.0,0.2726513165283203
2026-11-20,0.515068,188,call,american,390.0,2.68,2.88,2.99,149.0,122.0,0.27368890380859373
2026-11-20,0.515068,188,call,american,400.0,1.88,2.38,2.14,51.0,265.0,0.27887684020996095
2026-11-20,0.515068,188,call,american,410.0,1.45,1.8,1.84,80.0,182.0,0.27814442565917963
2026-11-20,0.515068,188,call,american,420.0,1.19,1.44,1.43,46.0,263.0,0.2809520147705078
2026-11-20,0.515068,188,call,american,430.0,0.79,1.26,1.01,43.0,203.0,0.2884592639160155
2026-11-20,0.515068,188,call,american,440.0,0.63,1.0,0.83,43.0,55.0,0.29016823120117186
2026-11-20,0.515068,188,call,american,450.0,0.45,0.87,0.65,3.0,72.0,0.29645478942871095
2026-11-20,0.515068,188,call,american,460.0,0.31,0.72,0.54,1.0,10.0,0.299811689453125
2026-12-18,0.591781,216,call,american,5.0,293.5,297.25,268.9,1.0,0.0,2.2382856542968748
2026-12-18,0.591781,216,call,american,10.0,258.35,262.15,242.8,18.0,18.0,1.0000000000000003e-05
2026-12-18,0.591781,216,call,american,15.0,238.95,242.35,186.06,4.0,5.0,1.0000000000000003e-05
2026-12-18,0.591781,216,call,american,20.0,278.65,282.35,271.7,1.0,1.0,1.51172119140625
2026-12-18,0.591781,216,call,american,25.0,243.55,247.25,226.25,1.0,2.0,1.0000000000000003e-05
2026-12-18,0.591781,216,call,american,30.0,268.85,272.55,243.68,2.0,10.0,1.3720734521484375
2026-12-18,0.591781,216,call,american,35.0,221.95,225.6,240.37,2.0,1.0,1.0000000000000003e-05
2026-12-18,0.591781,216,call,american,40.0,258.75,262.75,252.1,1.0,6.0,1.2119180029296874
2026-12-18,0.591781,216,call,american,50.0,249.25,252.95,245.2,1.0,1988.0,1.1635784008789063
2026-12-18,0.591781,216,call,american,60.0,239.55,243.2,235.33,2.0,262.0,1.093998670654297
2026-12-18,0.591781,216,call,american,70.0,230.05,233.2,225.33,14.0,2447.0,1.0258837768554687
2026-12-18,0.591781,216,call,american,80.0,219.95,223.4,222.1,1.0,373.0,0.9409185595703125
2026-12-18,0.591781,216,call,american,90.0,210.65,213.9,185.31,2.0,474.0,0.9198006066894531
2026-12-18,0.591781,216,call,american,95.0,205.5,209.15,190.2,1.0,102.0,0.8852550537109375
2026-12-18,0.591781,216,call,american,100.0,200.6,204.2,200.55,7.0,3184.0,0.854615711669922
2026-12-18,0.591781,216,call,american,105.0,195.75,199.4,171.53,1.0,177.0,0.8326432751464843
